id,title,link,content,gold_label,content_length
213,پونٹنگ نے بابراعظم کو کھیل سے وقفہ لینے کا مشورہ دیدیا,https://www.express.pk/story/2732119/ricky-ponting-advised-babar-azam-to-take-a-break-from-the-cricket,سابق اسٹریلوی کپتان کمنٹیٹر رکی پونٹنگ نے بابراعظم کو قیمتی مشورے سے نواز دیا سابق اسٹریلوی کرکٹر کا کہنا ہےکہ بھارتی اسٹار ویراٹ کوہلی انداز کو اپنانا بابراعظم ٹیسٹ فارم کیریئر کو بہتر بنا سکتا ائی سی سی ریویو میں بابر اعظم موجودہ مشکلات ٹیسٹ فارم میں بحالی حوالے سے تجویز رکی پونٹنگ نے کہا سابق کپتان کو فارم میں واپس انے کھیل سے وقفہ لینا چاہیے کوہلی نے 2022 میں ایسا کیا تھا مزید پڑھیںبابراعظم دنیا بہترین بلےبازوں میں سے قرار رکی پونٹنگ نے مزید کہا بابراعظم کو بھی کچھ وقت بیٹ کو چھوڑ کر ذاتی کھیل مشکلات غور کرنا چاہیے تاکہ دوبارہ بہترین فارم میں واپس ا سکیں انہوں نے بابراعظم ٹیسٹ فارم تشویش کا اظہار کہا میں سمجھتا پاکستان ٹیم میں مسلسل کپتان تبدیلیاں سیٹ اپ میں عدم استحکام موجودگی بھی ٹیم کارکردگی اثرانداز سکتی بورڈ مسلسل کپتان تبدیل کررہا مزید پڑھیںبابراعظم کا بیٹ میلبرن کرکٹ گراؤنڈ زینت بنے گا سابق کرکٹ کا کہنا تھا پاکستان ٹیم میں روز نیا کپتان ہوتا دن شاہین بابر اب رضوان قائد ٹیم مینجمنٹ اب تبدیلیاں کرنے بعد درست ٹریک انے کوشش,sports,181
214,چیمپئینز ٹرافی ائی سی سی نے بھارت کو ڈیڈ لائن دیدی,https://www.express.pk/story/2732110/champions-trophy-icc-gives-india-one-week-to-confirm-pakistan-tour-plans,چیمپئینز ٹرافی ٹورنامنٹ میں شرکت حوالے سے انٹرنیشنل کرکٹ کونسل ائی سی سی نے بھی بھارت کو جواب دینے ڈیڈ لائن دیدی میڈیا رپورٹس مطابق دبئی میں سی سی حکام پاکستان کرکٹ بورڈ پی سی بی درمیان بات چیت جاری جس نمائندگی سی او او سلمان نصیر چیئرمین محسن نقوی پی سی بی نے بھارت سے ٹورنامنٹ میں شرکت حوالے سے واضح جواب ہاں یا نہیں مانگ لیا بھارت علاوہ دیگر 6 ٹیموں نے ایونٹ میں ٹیموں کو پاکستان بھیجنے تصدیق کردی تاہم بھارت سیاسی سیکیورٹی بہانے بناکر ٹیم بھیجنے سے انکاری ٹورنامنٹ کو ہائبرڈ ماڈل تحت کروانا چاہتا مزید پڑھیںچیمپئینز ٹرافی یس یا نو لکھ کر بھارت کو واضح پیغام سی سی عام ایونٹ سے 34 ماہ قبل ٹورنامنٹ کا شیڈول ظاہر کرتا لیکن بھارت ٹیم امد سے متعلق جواب انتظار میں منفرد تقریب ذریعے باقاعدہ شیڈول کا اعلان کیا جاسکتا جو رواں ماہ پاکستان میں 10 سے 12 نومبر درمیان ہونے کا امکان مزید پڑھیںچیمپئینز ٹرافی کسی ہائبرڈ ماڈل غور نہیں ہورہا ذرائع پی سی بی رپورٹس مطابق ابتدائی شیڈول پہلے ایونٹ میں شریک ٹیموں بورڈ کیساتھ کیا جاچکا جس تحت پاکستان اے میں بھارت بنگلادیش نیوزی لینڈ ساتھ ہوگا جبکہ بی میں انگلینڈ جنوبی افریقہ آسٹریلیا افغانستان شامل مزید پڑھیںچیمپئینز ٹرافی شیڈول کا اعلان اگلے ہفتے جانے کا امکان چیمپئینز ٹرافی 19 فروری سے 9 مارچ 2025 شیڈول جس میچز کراچی لاہور راولپنڈی میں,sports,227
215,افغان بیٹر محمد نبی چیمپئینز ٹرافی کے بعد ریٹائر ہوجائیں گے,https://www.express.pk/story/2732109/afghan-batter-mohammad-nabi-will-retire-after-the-champions-trophy,افغانستان ال راؤنڈر محمد نبی پاکستان میں شیڈول چیمپئینز ٹرافی بعد ون ڈے کرکٹ سے ریٹائرمنٹ کا اعلان کردیں افغانستان کرکٹ بورڈ اے سی بی سی ای او نصیب خان نے تصدیق اسٹار ال راؤنڈ محمد نبی ائی سی سی چیمپئینز ٹرافی بعد ون ڈے کیریئر کو خیرباد کہہ دیں سینئیر ال راؤنڈر نے 165 ون ڈے انٹرنیشنل میچز میں افغان ٹیم نمائندگی جس میں انکی اوسط 273 جبکہ انہوں نے مجموعی 3 ہزار 549 رنز بنائے 171 وکٹیں بھی حاصل کیں افغان بورڈ سی ای او نصیب خان بتایا چند ماہ قبل کرکٹر نے اپنے فیصلے سے اگاہ کردیا تھا ہم انکے فیصلے حمایت مزید پڑھیںکپتان سے تلخ کلامی میدان چھوڑنے کا واقعہ الزاری جوزف کو بڑی سزا مل ان دنوں افغان ٹیم سری لنکا کیخلاف شارجہ میں ون ڈے سیریز موجود پہلے میچ میں افغان ٹیم نے فتح سمیٹی جبکہ سیریز کا دوسرا میچ کھیلا جائے گا,sports,149
216,کپتان سے تلخ کلامی و میدان چھوڑنے کا واقعہ الزاری جوزف کو بڑی سزا مل گئی,https://www.express.pk/story/2732102/alzarri-joseph-suspended-for-two-matches-on-unacceptable-behaviour,انگلینڈ خلاف تیسرے ون ڈے میچ میں کپتان سے تلخ کلامی بعد میدان چھوڑ جانے ویسٹ انڈین فاسٹ بولر کو 2 میچوں معطل کردیا گزشتہ روز ہوم گراؤنڈ انگلش ٹیم کیخلاف ون ڈے سیریز میں 12 سے فتح حاصل کرنیوالی ویسٹ انڈیز ٹیم فاسٹ بولر الزاری جوزف کپتان فیلڈ پلیسمنٹ ناراضگی تلخ کلامی میدان چھوڑ کر جس ویڈیوز سوشل میڈیا خواب وائرل ہوئیں ویسٹ انڈین کوچ ڈیرن سیمی نے بھی میچ بعد پریس کانفرس میں فاسٹ بولر رویے ناراضگی کا اظہار اسے ناقابل قبول قرار دیا تھا مزید پڑھیںمیدان چھوڑا الزاری جوزف رویے ہیڈکوچ بھی ناراض کرکٹ ویسٹ انڈیز جانب سے الزاری جوزف کو میچ دوران کوڈ آف کنڈکٹ خلاف کپتان ساتھ نامناسب رویے سزا سنائی فاسٹ بولر انگلش بیٹر کو آوٹ کرنے بعد وکٹ مارچ پاسٹ کنگسٹن اوول بارباڈوس میں انگلینڈ خلاف میچ دوران کپتان سرزنش بعد الزاری فیلڈ چھوڑ کر باہر آگئے بعدازاں کچھ بعد الزاری میدان میں خود واپس آگئے مزید پڑھیںفیلڈ پلیسمنٹ کپتان سے تلخ کلامی بالر میدان چھوڑ کر چلاگیا کرکٹ ویسٹ انڈیز نے جوزف رویے کا سخت نوٹس لیتے واضح کیا واقعہ ڈسپلن پروفیشنل ازم انٹیگریٹی اعلی اصولوں خلاف ایسی کسی حرکت کو برداشت نہیں کیاجاسکتا فاسٹ بولر نے اپنے رویے ندامت کا اظہار کپتان شائی ہوپ ٹیم ساتھی سے معافی مانگ,sports,208
217,چیمپئینز ٹرافی کسی ہائبرڈ ماڈل پر غور نہیں ہورہا ذرائع پی سی بی,https://www.express.pk/story/2732099/champions-trophy-no-hybrid-model-is-being-considered-sources,پاکستان کرکٹ بورڈ پی سی بی ذرائع کا کہنا ائی سی سی چیمپئینز ٹرافی کسی ہائبرڈ ماڈل غور نہیں کیا جارہا ذرائع کا کہنا بھارتی بورڈ بی سی سی ائی اپنے میڈیا ذریعے چیمپئینز ٹرافی سے متعلق جھوٹی خبریں پھیلارہا جس میں کہا جارہا پاکستان ائی سی سی ایونٹ میزبانی ہائبرڈ ماڈل مان گیا بھارتی بورڈ اس سے قبل بھی مرتبہ سیاسی سیکورٹی خدشات کا بہانہ بناکر پاکستان اکر کھیلنے سے منع کرتا رہا جبکہ ایشیاکپ 2022 ایشیاکپ کو ہائبرڈ ماڈل تحت کروایا گیا جس میں بھارتی ٹیم نے اپنے میچز دوسرے مقام کھیلے مزید پڑھیںچیمپئینز ٹرافی بھارتی بورڈ جھوٹی خبریں پھیلانے لگا دوسری جانب پاکستان کرکٹ بورڈ پی سی بی میگا ایونٹ میزبانی اسٹیڈیم اپ گریڈ کررہا تاکہ ٹورنامنٹ میزبانی سے قبل شائقین کو بہتر انتظامات دیکھنے بہتر مواقع مل سکیں مزید پڑھیںچیمپئینز ٹرافی یس یا نو لکھ کر بھارت کو واضح پیغام غور طلب انٹرنیشنل کرکٹ کونسل سی سی کا وفد 10 سے 12 نومبر لاہور کا دورہ گا تاکہ ٹورنامنٹ پاکستان تیاریوں کا جائزہ سکے 11 نومبر کو آفیشل ایونٹ متوقع جس دوران ٹورنامنٹ شیڈول اہم تفصیلات کا امکان ظاہر کیا جائے گا مزید پڑھیںچیمپئینز ٹرافی شیڈول کا اعلان اگلے ہفتے جانے کا امکان رپورٹس مطابق ابتدائی شیڈول پہلے ایونٹ میں شریک ٹیموں بورڈ کیساتھ کیا جاچکا جس تحت پاکستان اے میں بھارت بنگلادیش نیوزی لینڈ ساتھ ہوگا جبکہ بی میں انگلینڈ جنوبی افریقہ آسٹریلیا افغانستان شامل چیمپئینز ٹرافی 19 فروری سے 9 مارچ 2025 شیڈول جس میچز کراچی لاہور راولپنڈی میں,sports,245
218,صائم کی جارحانہ بیٹنگ پاکستان نے کینگروز کو شکست دیکر سیریز برابر کردی,https://www.express.pk/story/2732097/2nd-odi-australia-lost-2-early-wickets-against-pakistan,دوسرے ون ڈے میں پاکستان نے اسٹریلیا کو 9 وکٹوں سے شکست دیکر تین میچز ون ڈے سیریز 11 سے برابر کردی ایڈیلیڈ میں کھیلے جارہے میچ میں کینگروز 164 رنز ہدف تعاقب میں قومی ٹیم اوپنر صائم ایوب عبداللہ شفیق نے پاکستان کو 137 رنز کا اغاز فراہم کیا صائم ایوب نے 82 رنز جارحانہ اننگز کھیلی جس میں 6 چھکے 5 چوکے شامل عبداللہ شفیق 64 بابراعظم 15 رنز بناکر ناٹ اؤٹ اسٹریلیا جانب سے واحد وکٹ ایڈم زمپا حصے میں ائی پہلے بیٹنگ اسٹریلوی ٹیم 35 اوورز میں 163 رنز بناکر ال اؤٹ اوپنرز نے جارحانہ کھیل پیش کرنے کوشش تاہم 21 مجموعی اسکور جیک فریزرمیک گرک 13 رنز بناکر شاہین کا شکار بنے میتھیو شارٹ بھی 19 رنز بناکر پویلین لوٹ اسٹریلوی بیٹر جوش انگلس 18 مارنس لبوشین 6 اسٹیو اسمتھ 35 آرون ہارڈی 13 گلین میکسویل 16 پیٹ کمنز 13 ایڈم زمپا 18 مچل اسٹارک رن مہمان ثابت پاکستان جانب سے حارث رؤف نے 5 شاہین افریدی 3 جبکہ محمد حسنین نسیم شاہ نے وکٹ حاصل قبل ازیں قومی ٹیم کپتان محمد رضوان نے اسٹریلیا خلاف ٹاس جیت کر پہلے فیلڈنگ کرنے کا فیصلہ کیا انہوں نے کہا کوشش ہوگی میچ میں فتح سمیٹ کر سیریز کو برابر محمد رضوان کا کہنا تھا ٹیم میں تبدیلی نہیں کھلاڑیوں کو موقع دینا چاہتے اس موقع اسٹریلوی ٹیم کپتان پیٹ کمنز نے کہا میچ میں فتح کیساتھ سیریز میں فتح کو یقینی بنانا چاہتے انکا کہنا تھا پلئینگ الیون میں تبدیلی شان ایبٹ جگہ جوش ہیزل ووڈ واپسی پاکستان کا اسکواڈ کپتان محمد رضوان عبداللہ شفیق صائم ایوب بابراعظم کامران غلام سلمان اغا محمد عرفان خان شاہین شاہ افریدی نسیم شاہ حارث رؤف محمد حسنین اسٹریلیا کا اسکواڈ کپتان پیٹ کمنز میٹ شارٹ جیک فریزرمیک گرک اسٹیون اسمتھ جوش انگلس مارنس لبوشین گلین میکسویل آرون ہارڈی مچل اسٹارک ایڈم زمپا جوش ہیزل ووڈ,sports,306
219,ویمنز پریمئر لیگ 2025 کے لیے نیلامی ائندہ ماہ متوقع,https://www.express.pk/story/2732068/wpl-bcci-retention-2025,بھارت میں خواتین کرکٹرز ڈبلیو پی ایل 2025 لیے پانچوں فرنچائز نےاپنی 71 کھلاڑیوں کو برقرار رکھا ان میں 25 غیرملکی کھلاڑی بھی شامل بھارتی کرکٹ بورڈ جانب سے عدم اجرا باجود فروری میں متوقع تیسرے سیزن لیے اگلے ماہ میں نیلامی کا امکان لیگ فرنچائزز نے نیلامی میں 19 ویمن کرکٹرز انتخاب لیے مجموعی 16 کروڑ 70 لاکھ مختص ان میں رائل جیلنجرز بنگلورو بقیہ 4 سلاٹس لیے 3 کروڑ25 لاکھ ممبئی انڈیز 4 سلاٹس لیے 2 کروڑ 65 لاکھ دہلی کیپیٹلز 4 سلاٹس لیے 2 کروڑ 50 لاکھ یو پی وارئیرز کے3 سلاٹس لیے 3 کروڑ 90 لاکھ گجرات جائنٹس بقیہ 4 سلاٹس لیے 4 کروڑ 40 لاکھ روپے شامل,sports,112
220,کانپور ٹیسٹ ائی سی سی نے اؤٹ فیلڈ غیر تسلی بخش قرار دے دی,https://www.express.pk/story/2732059/kanpur-test-india-bangladesh-demerit-point-icc-bcci,انٹرنیشنل کرکٹ کونسل ائی سی سی نے بھارت بنگلا دیش درمیان کانپور میں کھیلے ٹیسٹ سیریز دوسرے میچ میں اؤٹ فیلڈ کو غیر تسلی بخش قرار دیا ائی سی سی جانب سے جاری ریٹنگ ساتھ اسٹیڈیم کو ڈی میرٹ پوائنٹ بھی دیا گیا سیریز دوسرے میچ میزبانی کرنے گرین پارک اسٹیڈیم اؤٹ فیلڈ کو ائی سی سی میچ ریفری جیف جانب سے غیر تسلی بخش قرار دیا گیا رواں برس 27 ستمبر سے 01 اکتوبر کھیلے کانپور ٹیسٹ پہلے دن صرف 35 اوورز کا کھیل ممکن سکا تھا جبکہ دوسرے تیسرے دن گیند بھی نہیں پھینکی جا سکی ٹیسٹ تیسرے دن کھیل اوقات میں بارش نہ ہونے باوجود کھیل نہیں سکا تھا حکومت زیر انتظام اس اسٹیڈم ناقص نکاسی وجہ سے ٹیسٹ میچ کا دن سے زیادہ کا وقت ضائع گیا تھا بی سی سی ائی نائب صدر راجیو شکلا نے کھیل کا تیسرا دن واش اؤٹ ہونے بعد اسٹیڈیم جانے والی تنقید کا دفاع کیا تھا ٹیسٹ میچ ڈھائی دن سے زیادہ کا وقت ضائع ہونے بعد بھارت نے شاندار کھیل کا مظاہرہ 1212 اوورز میں 20 بنگلادیش حاصل کیں محض 52 اوورز میں 736 غیر معمولی رن ریٹ سے 383 رنز اسکور کر فتح سمیٹی,sports,197
221,عالمی چیمپئن محمد اصف کی ماسٹرز عالمی ایونٹ میں پیش قدمی ناک اؤٹ مرحلے میں رسائی,https://www.express.pk/story/2732048/snooker-championship-masters-qatar-doha-muhammad-asif,تیسری مرتبہ عالمی امیچر اسنوکر چیمپئن بننے پاکستانکے محمد آصف نے ماسٹرزعالمی ایونٹ میں اپنی پیش قدمی جاری ناک آوٹ مرحلہ میں قدم دیا موصولہ اطلاعات مطابق قطر شہر دوحا میں جاری بی ایس ایف ماسٹرز عالمی اسنوکر چیمپئن شپ میں 42 سالہ محمد آصف نے اپنے تینوں میچز میں فتوحات سمیٹ کر بلند عزائم ظاہر کر دیے ٹاپ سیڈ محمد آصف نے تیسرے میچ میں آسٹریلیا اسٹیو ہینا کو فریم کھوئے بغیر مات قبل ازیں پہلے میچ میں افغان کیوئسٹ احمد رسولی کو03 سے قابو کرنے محمد آصف نے دوسرے میچ میں بھارتی حریف رجت کھنیجا کو بھی فریم ہارے بغیر 03 سے ٹھکانے لگایا بی ایس ایف عالمی اسنوکر چیمپئن شپ گولڈ میڈلسٹ محمد آصف نے اپنے دونوں حریفوں خلاف سینچری بریک کھیلے,sports,125
222,قومی ویمن ون ڈے کرکٹ ٹورنامنٹ کا اغاز جمعے سے ہوگا,https://www.express.pk/story/2732045/pcb-one-day-tournament-karachi,پاکستان کرکٹ بورڈ پی سی بی تحت قومی ویمن ون ڈے کرکٹ ٹورنامنٹ جمعہ سے کراچی میں شروع ہورہا پانچ ٹیموں ٹورنامنٹ میں چیلنجرزکانکرز انوسیبلزاسٹارز اسٹرائیکرز ڈبل لیگ فارمیٹ میں دوسرے سےمقابلہ گےہر ٹیم 8 میچز کھیلے گیبعدازاں ٹاپ ٹیمیں 30 نومبر کو ہونے فائنل لیے جگہ بنائیں نیشنل اسٹیڈیم میں حنیف محمد ریجنل ہائی پرفارمنس سینٹر اوول گراؤنڈ یوبی ایل اسپورٹس کمپلیکس پرہر روز50 اوورز اننگز مشتمل 2 میچز کھیلے جائیں گے33 لاکھ روپے انعامی رقم ٹورنامنٹ میں فاتح ٹیم کو 15 لاکھ جبکہ رنر اپ ٹیم کو 10 لاکھ روپے دیے جائیں ٹورنامنٹ میں معروف قومی کرکٹرز بطور مینٹورز اپنی خدمات انجام دیں وقار یونس چیلنجرز مصباح الحق کانکرز سرفراز احمد انوسیبلزشعیب ملک اسٹارز ثقلین مشتاق اسٹرائیکرز مینٹورز تاہم پہلے سے طے شدہ نجی مصروفیات باعث امریکا میں مقیم ثقلین مشتاق 18 نومبر کو ممکنہ وطن واپسی ہوگی,sports,140
223,چیمپئینز لیگ میچ کے دوران فلسطین کی ازادی بیرز اویزاں تصاویر وائرل,https://www.express.pk/story/2731999/chimpeinz-lig-mich-k-doran-flstin-ki-azadi-birz-aoiza-tsaoir-oaerl,جرمن فٹبال کلب شائقین نے اٹلیٹیکو میڈرڈ خلاف میچ سے قبل چیمپئینز لیگ میں فلسطین ازادی سے متعلق بیرز اویزاں کردیے چیمپئینز لیگ میچ دوران شائقین جانب سے اس اقدام ویڈیوز تصاویر سوشل میڈیا خوب وائرل جس میں دیکھا جاسکتا فینز نے بڑے بینر فلسطین ازادی الفاظ لکھے جبکہ یروشلم میں واقع مقدس ترین عبادت گاہ مسجد اقصی کیساتھ موجود مشہور ائرن ڈوم تصویر بھی اویزاں بینر نچلے حصے فلسطین مزاحمتی تنظیم حماس 7 اکتوبر 2023 روز صہیونی ریاست حملے تاریخ بھی درج مزید پڑھیںمیدان چھوڑا الزاری جوزف رویے ہیڈکوچ بھی ناراض بینر فلسطینی جھنڈا رنگ بھی موجود جبکہ بچے نے قمیض پہنے لبنان جھنڈے تصویر کشی اس علاوہ آزاد فلسطین عکاسی کرتا تھا جس میں مغربی کنارے غزہ پٹی ساتھ ساتھ موجودہ اسرائیلی ریاست کا بھی فلسطینی رومال یعنی کیفیہ سے رنگا تھا,sports,134
224,کلارک نے ہوم گراؤنڈ پر کیویز سے کلین سوئپ کی بڑی وجہ بتادی,https://www.express.pk/story/2731994/michael-clarke-explained-the-main-reason-for-the-clean-sweep-by-the-kiwis-on-home-ground,سابق اسٹریلوی کمنٹیٹر کپتان مائیکل کلارک نے کیویز ہاتھوں بھارتی ٹیم کلین سوئپ وجہ ٹیم تھکاوٹ کو قرار دیا بارڈ گواسکر ٹرافی اغاز سے قبل سابق اسٹریلوی کرکٹر مائیکل کلارک نے تنقید نشتر چلاتے کہا ہوم گراؤنڈ روہت الیون کو شکست بڑی وجہ ذہنی تھکاوٹ کو قرار دیا کچھ پلئیرز باڈی لینگویج دیکھ صاف اندازہ ہورہا وہ تھکے انہوں نے کہا مجھے امید برڈر گواسکر ٹرافی سے قبل بھارت اہم بیٹرز روہت شرما ویرات کوہلی مکمل ردھم میں اجائیں ان قابلیت تجربہ کا امتحان مشکل وقت میں ہوگا مزید پڑھیںکیویز ہاتھوں بار بھارت وائٹ واش ہوگیا مائیکل کلارک نے مزید کہا بھارتی ٹیم جانتی انہوں نے یہاں آسٹریلیا میں کارکردگی کا مظاہرہ کیا وہ اب بھی کافی ٹیلنٹ اس خود اعتمادی ساتھ یہاں آئیں بارڈر گواسکر ٹرافی سیریز کا آغاز 22 نومبر سے پرتھ میں ہوگا جس بعد ایڈیلیڈ برسبین میلبرن سڈنی میں میچز,sports,144
225,دورہ اسٹریلیا سرفراز کا کون سا ریکارڈ رضوان کے نشانے پر ہے,https://www.express.pk/story/2731981/mohammad-rizwan-on-the-verge-of-breaking-sarfaraz-ahmeds-elite-record,قومی ٹیم کپتان محمد رضوان وکٹ کیپر بیٹر سرفراز احمد کا ریکارڈ توڑنے قریب پہنچ دورہ اسٹریلیا میں قومی ٹیم کمان سنبھالنے محمد رضوان ایڈیلیڈ میں شیڈول دوسرے ون ڈے میچ میں سابق کپتان سرفراز احمد کا ریکارڈ توڑنے سے محض قدم وکٹ کیپر بیٹر محمد رضوان اگر اسٹریلیا خلاف ایڈیلیڈ میں 50 یا اس سے زائد رنز اسکور کرنے میں کامیاب وہ سرفراز احمد معین خان کامران اکمل سلیم یوسف کو پیچھے چھوڑ دیں مزید پڑھیںنسیم شاہ کھیلیں یا نہیں بڑی خبر سامنے اگئی اسٹریلیا میں بطور وکٹ کیپر 50 یا اس سے زائد رنز بنانے والوں فہرست میں سرفراز احمد پہلے نمبر موجود جنہوں نے 27 اننگز میں 6 مرتبہ کارنامہ سرانجام دیا جبکہ کامران اکمل 42 اننگز میں 4 معین خان 35 اننگز میں 3 سلیم یوسف 21 اننگز میں 3 مرتبہ اعزاز حاصل کرچکے مزید پڑھیںدوسرا ون ڈے قومی ٹیم میں 2 تبدیلیوں کا امکان محمد رضوان 30 اننگز میں 6 مرتبہ 50 یا اس سے زائد رنز بناکر ایلیٹ لسٹ میں موجود تاہم وہ محض نصف سینچری اسکور کرکے اعزاز سرفراز احمد سے چھین سکتے قبل ازیں میلبرن میں کھیلے پہلے ون ڈے میچ میں محمد رضوان نے 71 گیندوں 44 رنز اننگز کھیلی تاہم وہ ٹیم کو میچ جتوانے میں کامیاب نہیں ہوسکے,sports,209
226,میدان کیوں چھوڑا الزاری جوزف کے رویے پر ہیڈکوچ بھی ناراض,https://www.express.pk/story/2731978/sammy-calls-josephs-behaviour-to-leave-the-ground-unacceptable,انگلینڈ خلاف تیسرے ون ڈے میچ میں کپتان سے تلخ کلامی بعد میدان چھوڑ جانے ویسٹ انڈین فاسٹ بولر رویے ہیڈکوچ ڈیرن سیمی بھی ناراض ہوم گراؤنڈ انگلش ٹیم کیخلاف ون ڈے سیریز میں 12 سے فتح حاصل کرنیوالی ویسٹ انڈیز ٹیم فاسٹ بولر الزاری جوزف کپتان فیلڈ پلیسمنٹ ناراضگی تلخ کلامی میدان چھوڑ کر جس ویڈیوز سوشل میڈیا خواب وائرل ہوئیں ویسٹ انڈین کوچ ڈیرن سیمی بھی فاسٹ بولر رویے ناراضگی کا اظہار اسے ناقابل قبول قرار دیا مزید پڑھیںفیلڈ پلیسمنٹ کپتان سے تلخ کلامی بالر میدان چھوڑ کر چلاگیا ہیڈکوچ ڈیرن سیمی نے میچ بعد پریس کانفرنس کہا ہم دوست بنیں سب کو لیکر میں جس نقافت کو پروان چڑھانا چاہتا اس میدان ایسے رویے ناقابل قبول الزاری جوزف میچ چھٹے اوور میں میدان واپس اگئے تاہم انہوں نے 12ویں اوور بالنگ نہیں کروائی فاسٹ بولر نے 10 اوورز کوٹے میں 45 رنز عوض 2 وکٹیں حاصل کیں,sports,150
227,متنازع باکسر ایمان خلیف رپورٹس لیک پر عدالت پہنچ گئیں,https://www.express.pk/story/2731967/olympic-boxer-imane-khelif-takes-legal-action-over-male-chromosomes-claims,پیرس اولمپکس میں گولڈ میڈل حاصل کرنیوالی خاتون باکسر ایمان خلیف نے میڈیکل رپورٹ لیک کرنے والوں کیخلاف قانونی کارروائی کا اغاز کردیا میڈیا رپورٹس مطابق انٹرنیشنل اولمپک کمیٹی ائی او سی جانب سے جاری کردہ بیان میں کہا گیا ہم سمجھتے الجزائر سے تعلق رکھنے والی خاتون باکسر ایمان خلیف ان خلاف قانونی کارروائی جنہوں نے اولمپک گیمز دوران انکی صنفی اہلیت سوال اٹھایا تھا او سی کا کہنا قانونی کارروائی دوران میڈیا رپورٹس تبصرہ نہیں گا جب تصدیق نہیں ہوجاتی البتہ انکے ساتھ بدسلوکی دکھ جس سے اسوقت اولمپئین کو گزرنا پڑرہا مزید پڑھیںمتنازع باکسر ایمان خلیف میڈیکل رپورٹ لیک مرد قرار کمیٹی نے مزید کہا ایمان خلیف کو سالوں سے خواتین زمرے میں بین الاقوامی مقابلوں میں حصہ جس میں ٹوکیو اولمپکس انٹرنیشنل باکسنگ ایسوسی ایشن جانب سے منظور شدہ ایونٹس شامل مزید پڑھیںمتنازع باکسر ایمان خلیف نے بھی خواتین باکسنگ مقابلوں میں گولڈ میڈل جیت لیا اس سے قبل ایمان خلیف فرانس میں آن لائن ہراساں جانے شکایت درج کروا خیال گزشتہ دنوں پیرس اولمپکس میں گولڈ میڈل حاصل کرنیوالی خاتون باکسر ایمان خلیف میڈیکل رپورٹ لیک جس میں انہیں مرد قرار دیا گیا تھا,sports,189
228,جمعیت کے زیر اہتمام وفاقی اردو یونیورسٹی میں اسپورٹس ویک,https://www.express.pk/story/2731964/jamiat-ke-zer-ahtamam-wafaqi-urdu-university-min-sports-week,کراچی اسلامی جمعیت طلبہ نے وفاقی اردو یونیورسٹی عبدالحق کیمپس ایم سی گراؤنڈ میں اسپورٹس ویک کا انعقاد کیا اسپورٹس ویک کا افتتاح عبدالحق کیمپس انچارج ڈاکٹر شاہد قیادت میں اس میں ڈاکٹر کمال حیدرناظم زون جنوبی محمد حمزہ رمضان ناظم جامعہ شہریار خان شریک بین الاقوامی تعلقات سماجی بہبود صدر شعبہ مختلف شعبہ جات اساتذہ کرام نے شرکت جمیعت اس سرگرمی کو خوب سراہا ترجمان اسلامی جمعیت طلبہ عبدالحق مطابق اسپورٹس ویک میں مختلف قسم مسابقتی کھیل تفریحی سرگرمیاں شامل جو طلباء کو اپنی صلاحیتوں کو ظاہر کرنے مثبت پلیٹ فارم فراہم اسپورٹس ویک کا اختتام اج جمعرات کو شرکاء فاتحین اعزاز میں تقریب ساتھ ہوگا,sports,107
229,پاک اسٹریلیا سیریز دوسرا ون ڈے میچ کل کھیلا جائے گا,https://www.express.pk/story/2731961/pak-australia-series-2nd-odi-will-be-played-tomorrow,پاکستان اسٹریلیا درمیان سیریز کا دوسرا ون ڈے میچ ایڈیلیڈ میں کھیلا جائے گا میچ پاکستانی وقت مطابق صبح 830 بجے شروع ہوگا قومی ٹیم کو سیریز میں شکست سے بچنے لازمی فتح درکار ایڈیلیڈ میں پاکستان نے 28 سال سے فتح حاصل نہیں قومی ٹیم کو اس گراؤنڈ میں اخری جیت سال 1996 میں وسیم اکرم قیادت میں ملی اس گراؤنڈ کھیلے 8 میچز میں قومی ٹیم محض فتح حاصل کرنے میں کامیاب ہوسکی ایڈیلیڈ گراؤنڈ پاکستان نے 12 رنز سے فتح حاصل جس میں ثقلین مشتاق نے 5 وکٹیں کر جیت میں اہم کردار ادا کیا تھا تین میچز سیریز میں اسٹریلیا کو 01 برتری حاصل مزید پڑھیںنسیم شاہ کھیلیں یا نہیں بڑی خبر سامنے اگئی دوسری جانب اس گراؤنڈ پہلے بلے بازی کرنے والی ٹیم کا اوسط اسکور 276 رہا جبکہ دوسرے نمبر بیٹنگ کرنے والی ٹیم کا اوسط 265 رنز مزید پڑھیںناصر رمیز بھی بابراعظم حق میں بول اٹھے گراؤنڈ 86 ون ڈے میچوں میزبانی کرچکا جس میں پہلے بیٹنگ کرنے والی ٹیم نے 46 بار کامیابی حاصل ہدف کا تعاقب کرنے والی ٹیم 38 بار فتحیاب,sports,181
